date,month,day_of_week,is_weekend,service_type,avg_service_time,actual_service_time,appointments_per_day,service_slots,num_technicians,backlog_size,demand_capacity_ratio,delay_risk,wait_time
2024-01-01,1,0,0,Software,1.0,1.2249239733806794,31,40,8,0,0.775,1,1.0
2024-01-01,1,0,0,Battery,3.5,3.525870088975002,31,40,8,0,0.775,0,1.0
2024-01-01,1,0,0,Battery,3.5,2.838309196515925,31,40,8,0,0.775,0,1.0
2024-01-01,1,0,0,Battery,3.5,3.2868534197587227,31,40,8,0,0.775,0,2.0
2024-01-01,1,0,0,Brake,2.5,2.347974207155409,31,40,8,0,0.775,0,2.0
2024-01-01,1,0,0,Brake,2.5,3.38280719592961,31,40,8,0,0.775,1,1.0
2024-01-02,1,1,0,Tire,1.5,1.3216625125013863,28,30,6,0,0.9333333333333333,0,1.0
2024-01-02,1,1,0,Battery,3.5,4.327080410727517,28,30,6,0,0.9333333333333333,1,2.0
2024-01-02,1,1,0,Battery,3.5,2.9557179582007578,28,30,6,0,0.9333333333333333,0,1.0
2024-01-02,1,1,0,Inspection,1.2,1.572869189803974,28,30,6,0,0.9333333333333333,1,2.0
2024-01-02,1,1,0,Brake,2.5,2.9821759952334768,28,30,6,0,0.9333333333333333,0,1.0
2024-01-02,1,1,0,Inspection,1.2,1.776238160126847,28,30,6,0,0.9333333333333333,1,1.0
2024-01-02,1,1,0,Battery,3.5,4.568237326853939,28,30,6,0,0.9333333333333333,1,1.0
2024-01-02,1,1,0,Brake,2.5,2.9147824514184895,28,30,6,0,0.9333333333333333,0,1.0
2024-01-02,1,1,0,Tire,1.5,1.2266900830813001,28,30,6,0,0.9333333333333333,0,1.0
2024-01-02,1,1,0,Brake,2.5,2.055001074951785,28,30,6,0,0.9333333333333333,0,1.0
2024-01-02,1,1,0,Battery,3.5,3.5701721536370004,28,30,6,0,0.9333333333333333,0,2.0
2024-01-02,1,1,0,Software,1.0,1.435296531748265,28,30,6,0,0.9333333333333333,1,1.0
2024-01-02,1,1,0,Inspection,1.2,1.4134665166934055,28,30,6,0,0.9333333333333333,0,1.0
2024-01-02,1,1,0,Software,1.0,1.4599974993905867,28,30,6,0,0.9333333333333333,1,1.0
2024-01-02,1,1,0,Brake,2.5,3.2158736328194832,28,30,6,0,0.9333333333333333,1,2.0
2024-01-02,1,1,0,Tire,1.5,1.855571750540483,28,30,6,0,0.9333333333333333,1,2.0
2024-01-02,1,1,0,Battery,3.5,3.0584609365841633,28,30,6,0,0.9333333333333333,0,2.0
2024-01-02,1,1,0,Software,1.0,0.9529083060517836,28,30,6,0,0.9333333333333333,0,2.0
2024-01-02,1,1,0,Brake,2.5,2.5676037867592294,28,30,6,0,0.9333333333333333,0,1.0
2024-01-02,1,1,0,Software,1.0,1.0494084866538824,28,30,6,0,0.9333333333333333,0,2.0
2024-01-02,1,1,0,Battery,3.5,3.4667240109923565,28,30,6,0,0.9333333333333333,0,1.0
2024-01-02,1,1,0,Battery,3.5,4.8041361765101085,28,30,6,0,0.9333333333333333,1,1.0
2024-01-02,1,1,0,Brake,2.5,2.012166228429584,28,30,6,0,0.9333333333333333,0,2.0
2024-01-02,1,1,0,Brake,2.5,2.7304692555103633,28,30,6,0,0.9333333333333333,0,1.0
2024-01-02,1,1,0,Battery,3.5,3.093670149967523,28,30,6,0,0.9333333333333333,0,2.0
2024-01-02,1,1,0,Brake,2.5,2.5656051310363215,28,30,6,0,0.9333333333333333,0,2.0
2024-01-02,1,1,0,Battery,3.5,3.7893986190922,28,30,6,0,0.9333333333333333,0,2.0
2024-01-02,1,1,0,Battery,3.5,3.4220927641391445,28,30,6,0,0.9333333333333333,0,2.0
2024-01-03,1,2,0,Brake,2.5,2.526537042179347,31,30,6,1,1.0333333333333334,1,1.1
2024-01-03,1,2,0,Battery,3.5,3.4536134849744484,31,30,6,1,1.0333333333333334,1,2.1
2024-01-03,1,2,0,Tire,1.5,1.6315888639841427,31,30,6,1,1.0333333333333334,1,1.1
2024-01-03,1,2,0,Inspection,1.2,1.2498598483424137,31,30,6,1,1.0333333333333334,1,1.1
2024-01-03,1,2,0,Brake,2.5,3.191234540220842,31,30,6,1,1.0333333333333334,1,1.1
2024-01-03,1,2,0,Software,1.0,1.1134482152011642,31,30,6,1,1.0333333333333334,1,2.1
2024-01-03,1,2,0,Software,1.0,0.8565973284329007,31,30,6,1,1.0333333333333334,1,2.1
2024-01-03,1,2,0,Brake,2.5,2.4237798919854954,31,30,6,1,1.0333333333333334,1,2.1
2024-01-03,1,2,0,Inspection,1.2,1.4911368976986066,31,30,6,1,1.0333333333333334,1,2.1
2024-01-03,1,2,0,Brake,2.5,3.4287557781339215,31,30,6,1,1.0333333333333334,1,2.1
2024-01-03,1,2,0,Battery,3.5,3.169257982715302,31,30,6,1,1.0333333333333334,1,1.1
2024-01-03,1,2,0,Inspection,1.2,1.6810213960435247,31,30,6,1,1.0333333333333334,1,2.1
2024-01-03,1,2,0,Brake,2.5,2.3854218332397097,31,30,6,1,1.0333333333333334,1,2.1
2024-01-03,1,2,0,Brake,2.5,3.416626830744502,31,30,6,1,1.0333333333333334,1,2.1
2024-01-03,1,2,0,Software,1.0,1.4583662851427228,31,30,6,1,1.0333333333333334,1,2.1
2024-01-03,1,2,0,Tire,1.5,2.0795956112026945,31,30,6,1,1.0333333333333334,1,1.1
2024-01-03,1,2,0,Software,1.0,1.3146512834685407,31,30,6,1,1.0333333333333334,1,2.1
2024-01-03,1,2,0,Tire,1.5,1.4708387091009136,31,30,6,1,1.0333333333333334,1,2.1
2024-01-03,1,2,0,Tire,1.5,2.2312767604959074,31,30,6,1,1.0333333333333334,1,2.1
2024-01-03,1,2,0,Software,1.0,0.9825804223812864,31,30,6,1,1.0333333333333334,1,1.1
2024-01-03,1,2,0,Software,1.0,1.1908054175249683,31,30,6,1,1.0333333333333334,1,2.1
2024-01-03,1,2,0,Brake,2.5,2.330237439597414,31,30,6,1,1.0333333333333334,1,1.1
2024-01-03,1,2,0,Brake,2.5,3.2256262024523497,31,30,6,1,1.0333333333333334,1,2.1
2024-01-03,1,2,0,Brake,2.5,3.4985675107866623,31,30,6,1,1.0333333333333334,1,2.1
2024-01-03,1,2,0,Battery,3.5,4.3729775330780045,31,30,6,1,1.0333333333333334,1,1.1
2024-01-03,1,2,0,Battery,3.5,3.195990349531804,31,30,6,1,1.0333333333333334,1,2.1
2024-01-03,1,2,0,Software,1.0,1.2064806350055184,31,30,6,1,1.0333333333333334,1,2.1
2024-01-03,1,2,0,Battery,3.5,4.425579334314737,31,30,6,1,1.0333333333333334,1,1.1
2024-01-03,1,2,0,Tire,1.5,1.3688484539883736,31,30,6,1,1.0333333333333334,1,2.1
2024-01-03,1,2,0,Tire,1.5,1.9264899575773278,31,30,6,1,1.0333333333333334,1,2.1
2024-01-03,1,2,0,Inspection,1.2,1.1483862199468702,31,30,6,1,1.0333333333333334,1,1.1
2024-01-04,1,3,0,Inspection,1.2,1.110211075745916,27,25,5,2,1.08,1,2.2
2024-01-04,1,3,0,Brake,2.5,3.150822561525601,27,25,5,2,1.08,1,1.2
2024-01-04,1,3,0,Software,1.0,1.156169853787132,27,25,5,2,1.08,1,2.2
2024-01-04,1,3,0,Inspection,1.2,1.3688634084859423,27,25,5,2,1.08,1,2.2
2024-01-04,1,3,0,Brake,2.5,2.7601901396432504,27,25,5,2,1.08,1,1.2
2024-01-04,1,3,0,Battery,3.5,4.21341451733458,27,25,5,2,1.08,1,2.2
2024-01-04,1,3,0,Battery,3.5,3.2783453201052093,27,25,5,2,1.08,1,1.2
2024-01-04,1,3,0,Brake,2.5,3.0010073486160707,27,25,5,2,1.08,1,2.2
2024-01-04,1,3,0,Battery,3.5,2.9068292407983627,27,25,5,2,1.08,1,2.2
2024-01-04,1,3,0,Software,1.0,1.12896115979366,27,25,5,2,1.08,1,2.2
2024-01-04,1,3,0,Inspection,1.2,1.7021349787036575,27,25,5,2,1.08,1,2.2
2024-01-04,1,3,0,Battery,3.5,5.135026025208686,27,25,5,2,1.08,1,1.2
2024-01-04,1,3,0,Battery,3.5,4.154274168746951,27,25,5,2,1.08,1,1.2
2024-01-04,1,3,0,Brake,2.5,3.71558027150308,27,25,5,2,1.08,1,2.2
2024-01-04,1,3,0,Inspection,1.2,1.2834820920256174,27,25,5,2,1.08,1,1.2
2024-01-04,1,3,0,Battery,3.5,3.5764589126328805,27,25,5,2,1.08,1,2.2
2024-01-04,1,3,0,Tire,1.5,1.7846413255812676,27,25,5,2,1.08,1,1.2
2024-01-04,1,3,0,Tire,1.5,2.1765176765513736,27,25,5,2,1.08,1,2.2
2024-01-04,1,3,0,Tire,1.5,1.8457575880341284,27,25,5,2,1.08,1,2.2
2024-01-04,1,3,0,Tire,1.5,1.4668718315232256,27,25,5,2,1.08,1,2.2
2024-01-04,1,3,0,Tire,1.5,1.5386783024505306,27,25,5,2,1.08,1,2.2
2024-01-04,1,3,0,Battery,3.5,3.134722262032971,27,25,5,2,1.08,1,2.2
2024-01-04,1,3,0,Inspection,1.2,1.2090685206641507,27,25,5,2,1.08,1,2.2
2024-01-04,1,3,0,Brake,2.5,2.4483621512903015,27,25,5,2,1.08,1,2.2
2024-01-04,1,3,0,Inspection,1.2,1.028539111536202,27,25,5,2,1.08,1,1.2
2024-01-04,1,3,0,Battery,3.5,4.338341316624159,27,25,5,2,1.08,1,2.2
2024-01-04,1,3,0,Battery,3.5,2.973805246649823,27,25,5,2,1.08,1,2.2
2024-01-05,1,4,0,Brake,2.5,2.5914915244901877,42,40,8,2,1.05,1,2.2
2024-01-05,1,4,0,Tire,1.5,1.2986810368329125,42,40,8,2,1.05,1,1.2
2024-01-05,1,4,0,Brake,2.5,2.814796531731805,42,40,8,2,1.05,1,1.2
2024-01-05,1,4,0,Inspection,1.2,1.6647041417382653,42,40,8,2,1.05,1,2.2
2024-01-05,1,4,0,Battery,3.5,2.8915030624355755,42,40,8,2,1.05,1,2.2
2024-01-05,1,4,0,Brake,2.5,2.2223558971407984,42,40,8,2,1.05,1,1.2
2024-01-05,1,4,0,Inspection,1.2,1.188096049288583,42,40,8,2,1.05,1,2.2
2024-01-05,1,4,0,Inspection,1.2,1.344102735755532,42,40,8,2,1.05,1,2.2
2024-01-05,1,4,0,Inspection,1.2,1.1232792285556934,42,40,8,2,1.05,1,2.2
2024-01-05,1,4,0,Brake,2.5,3.1155023276218614,42,40,8,2,1.05,1,2.2
2024-01-05,1,4,0,Inspection,1.2,1.7744109683758935,42,40,8,2,1.05,1,2.2
2024-01-05,1,4,0,Brake,2.5,3.3915758408452312,42,40,8,2,1.05,1,1.2
2024-01-05,1,4,0,Brake,2.5,2.768199986234863,42,40,8,2,1.05,1,1.2
2024-01-05,1,4,0,Tire,1.5,1.2266182805862305,42,40,8,2,1.05,1,1.2
2024-01-05,1,4,0,Battery,3.5,4.486824756875148,42,40,8,2,1.05,1,1.2
2024-01-05,1,4,0,Tire,1.5,2.1609744140078044,42,40,8,2,1.05,1,1.2
2024-01-05,1,4,0,Tire,1.5,1.4517767271152735,42,40,8,2,1.05,1,2.2
2024-01-05,1,4,0,Battery,3.5,4.417483572958441,42,40,8,2,1.05,1,1.2
2024-01-05,1,4,0,Battery,3.5,5.139419937624825,42,40,8,2,1.05,1,1.2
2024-01-05,1,4,0,Inspection,1.2,1.4738454268368557,42,40,8,2,1.05,1,1.2
2024-01-05,1,4,0,Brake,2.5,2.4335292316270256,42,40,8,2,1.05,1,2.2
2024-01-05,1,4,0,Brake,2.5,3.326230693312646,42,40,8,2,1.05,1,1.2
2024-01-05,1,4,0,Inspection,1.2,1.0575010180258095,42,40,8,2,1.05,1,1.2
2024-01-05,1,4,0,Battery,3.5,3.562962608008671,42,40,8,2,1.05,1,2.2
2024-01-05,1,4,0,Software,1.0,0.922731188922537,42,40,8,2,1.05,1,2.2
2024-01-05,1,4,0,Tire,1.5,2.0015326441541066,42,40,8,2,1.05,1,1.2
2024-01-05,1,4,0,Software,1.0,0.9212413089370106,42,40,8,2,1.05,1,2.2
2024-01-05,1,4,0,Inspection,1.2,1.2947439768937938,42,40,8,2,1.05,1,2.2
2024-01-05,1,4,0,Inspection,1.2,1.7048115253303597,42,40,8,2,1.05,1,2.2
2024-01-05,1,4,0,Tire,1.5,1.857152911499948,42,40,8,2,1.05,1,2.2
2024-01-05,1,4,0,Battery,3.5,4.1214747485801535,42,40,8,2,1.05,1,1.2
2024-01-05,1,4,0,Software,1.0,1.2310958150729396,42,40,8,2,1.05,1,2.2
2024-01-05,1,4,0,Tire,1.5,1.2278368760687028,42,40,8,2,1.05,1,2.2
2024-01-05,1,4,0,Brake,2.5,3.401661265694199,42,40,8,2,1.05,1,2.2
2024-01-05,1,4,0,Tire,1.5,1.80203539375553,42,40,8,2,1.05,1,1.2
2024-01-05,1,4,0,Battery,3.5,4.787450233003208,42,40,8,2,1.05,1,1.2
2024-01-05,1,4,0,Inspection,1.2,1.4857893228853212,42,40,8,2,1.05,1,1.2
2024-01-05,1,4,0,Battery,3.5,4.396137691051581,42,40,8,2,1.05,1,1.2
2024-01-05,1,4,0,Software,1.0,0.9917727891247936,42,40,8,2,1.05,1,2.2
2024-01-05,1,4,0,Tire,1.5,1.2409112889257454,42,40,8,2,1.05,1,2.2
2024-01-05,1,4,0,Brake,2.5,2.5889698760552715,42,40,8,2,1.05,1,2.2
2024-01-05,1,4,0,Inspection,1.2,1.6696952612143419,42,40,8,2,1.05,1,2.2
2024-01-06,1,5,1,Battery,3.5,4.015291763018845,17,35,7,0,0.4857142857142857,0,2.0
2024-01-06,1,5,1,Inspection,1.2,1.2526027477406856,17,35,7,0,0.4857142857142857,0,1.0
2024-01-06,1,5,1,Inspection,1.2,0.9929165144075429,17,35,7,0,0.4857142857142857,0,1.0
2024-01-06,1,5,1,Inspection,1.2,1.7727676632770077,17,35,7,0,0.4857142857142857,1,2.0
2024-01-06,1,5,1,Tire,1.5,1.6446444894235246,17,35,7,0,0.4857142857142857,0,2.0
2024-01-06,1,5,1,Brake,2.5,3.7333839985011785,17,35,7,0,0.4857142857142857,1,2.0
2024-01-06,1,5,1,Software,1.0,1.0604126600549484,17,35,7,0,0.4857142857142857,0,1.0
2024-01-06,1,5,1,Inspection,1.2,1.1604213622238857,17,35,7,0,0.4857142857142857,0,1.0
2024-01-06,1,5,1,Inspection,1.2,1.5815233587757946,17,35,7,0,0.4857142857142857,1,1.0
2024-01-06,1,5,1,Battery,3.5,3.725435771131923,17,35,7,0,0.4857142857142857,0,1.0
2024-01-06,1,5,1,Software,1.0,1.3785202262754193,17,35,7,0,0.4857142857142857,1,2.0
2024-01-06,1,5,1,Inspection,1.2,1.7122395119368083,17,35,7,0,0.4857142857142857,1,1.0
2024-01-06,1,5,1,Software,1.0,0.8075863560362089,17,35,7,0,0.4857142857142857,0,1.0
2024-01-06,1,5,1,Brake,2.5,2.159751684375734,17,35,7,0,0.4857142857142857,0,1.0
2024-01-06,1,5,1,Software,1.0,1.4650433769355633,17,35,7,0,0.4857142857142857,1,2.0
2024-01-06,1,5,1,Software,1.0,1.2014065216863004,17,35,7,0,0.4857142857142857,1,1.0
2024-01-06,1,5,1,Inspection,1.2,1.0370314836971242,17,35,7,0,0.4857142857142857,0,2.0
2024-01-07,1,6,1,Inspection,1.2,1.591994604727651,32,35,7,0,0.9142857142857143,1,1.0
2024-01-07,1,6,1,Battery,3.5,3.077988274942748,32,35,7,0,0.9142857142857143,0,1.0
2024-01-07,1,6,1,Tire,1.5,2.222960618961131,32,35,7,0,0.9142857142857143,1,2.0
2024-01-07,1,6,1,Tire,1.5,1.6636070264420457,32,35,7,0,0.9142857142857143,0,1.0
2024-01-07,1,6,1,Inspection,1.2,1.254768610543746,32,35,7,0,0.9142857142857143,0,2.0
2024-01-07,1,6,1,Software,1.0,1.2816210071225274,32,35,7,0,0.9142857142857143,1,2.0
2024-01-07,1,6,1,Software,1.0,1.406808093717589,32,35,7,0,0.9142857142857143,1,2.0
2024-01-07,1,6,1,Inspection,1.2,1.1469641907596657,32,35,7,0,0.9142857142857143,0,1.0
2024-01-07,1,6,1,Tire,1.5,2.1364917542156157,32,35,7,0,0.9142857142857143,1,2.0
2024-01-07,1,6,1,Inspection,1.2,1.39119398170161,32,35,7,0,0.9142857142857143,0,2.0
2024-01-07,1,6,1,Brake,2.5,3.017284480146869,32,35,7,0,0.9142857142857143,1,1.0
2024-01-07,1,6,1,Battery,3.5,4.956881923164121,32,35,7,0,0.9142857142857143,1,1.0
2024-01-07,1,6,1,Battery,3.5,4.250127410112147,32,35,7,0,0.9142857142857143,1,2.0
2024-01-07,1,6,1,Software,1.0,0.8584505016890682,32,35,7,0,0.9142857142857143,0,1.0
2024-01-07,1,6,1,Software,1.0,1.1908829748150636,32,35,7,0,0.9142857142857143,0,1.0
2024-01-07,1,6,1,Tire,1.5,2.1516721043494726,32,35,7,0,0.9142857142857143,1,1.0
2024-01-07,1,6,1,Brake,2.5,2.443943804277993,32,35,7,0,0.9142857142857143,0,2.0
2024-01-07,1,6,1,Software,1.0,1.2000311176435075,32,35,7,0,0.9142857142857143,1,2.0
2024-01-07,1,6,1,Software,1.0,1.3370363971760002,32,35,7,0,0.9142857142857143,1,1.0
2024-01-07,1,6,1,Battery,3.5,4.62331855951108,32,35,7,0,0.9142857142857143,1,1.0
2024-01-07,1,6,1,Inspection,1.2,1.1595054358856747,32,35,7,0,0.9142857142857143,0,1.0
2024-01-07,1,6,1,Software,1.0,0.9999984603973026,32,35,7,0,0.9142857142857143,0,2.0
2024-01-07,1,6,1,Battery,3.5,3.347809804372659,32,35,7,0,0.9142857142857143,0,2.0
2024-01-07,1,6,1,Tire,1.5,1.212762198424307,32,35,7,0,0.9142857142857143,0,2.0
2024-01-07,1,6,1,Inspection,1.2,0.996254326038484,32,35,7,0,0.9142857142857143,0,1.0
2024-01-07,1,6,1,Inspection,1.2,1.7940904287402122,32,35,7,0,0.9142857142857143,1,1.0
2024-01-07,1,6,1,Software,1.0,1.1876979990809247,32,35,7,0,0.9142857142857143,0,2.0
2024-01-07,1,6,1,Battery,3.5,4.081589718216865,32,35,7,0,0.9142857142857143,0,1.0
2024-01-07,1,6,1,Battery,3.5,4.504584288012312,32,35,7,0,0.9142857142857143,1,1.0
2024-01-07,1,6,1,Battery,3.5,4.337517296205955,32,35,7,0,0.9142857142857143,1,2.0
2024-01-07,1,6,1,Brake,2.5,3.577026518359231,32,35,7,0,0.9142857142857143,1,1.0
2024-01-07,1,6,1,Brake,2.5,2.491685581786403,32,35,7,0,0.9142857142857143,0,2.0
2024-01-08,1,0,0,Software,1.0,1.0349620453578743,42,40,8,2,1.05,1,2.2
2024-01-08,1,0,0,Software,1.0,1.2527938531681067,42,40,8,2,1.05,1,2.2
2024-01-08,1,0,0,Tire,1.5,1.440864482990197,42,40,8,2,1.05,1,2.2
2024-01-08,1,0,0,Software,1.0,1.0522415666436877,42,40,8,2,1.05,1,2.2
2024-01-08,1,0,0,Brake,2.5,3.221782999534554,42,40,8,2,1.05,1,1.2
2024-01-08,1,0,0,Battery,3.5,3.558342659901503,42,40,8,2,1.05,1,2.2
2024-01-08,1,0,0,Inspection,1.2,1.5351741849452585,42,40,8,2,1.05,1,1.2
2024-01-08,1,0,0,Inspection,1.2,1.7251788349748278,42,40,8,2,1.05,1,1.2
2024-01-08,1,0,0,Tire,1.5,1.6374710106254033,42,40,8,2,1.05,1,1.2
2024-01-08,1,0,0,Battery,3.5,3.8246954389120162,42,40,8,2,1.05,1,2.2
2024-01-08,1,0,0,Tire,1.5,1.7791672661712736,42,40,8,2,1.05,1,1.2
2024-01-08,1,0,0,Battery,3.5,4.705125595151303,42,40,8,2,1.05,1,2.2
2024-01-08,1,0,0,Battery,3.5,3.723010476347955,42,40,8,2,1.05,1,2.2
2024-01-08,1,0,0,Battery,3.5,5.176290274645778,42,40,8,2,1.05,1,1.2
2024-01-08,1,0,0,Battery,3.5,4.853905326542288,42,40,8,2,1.05,1,2.2
2024-01-08,1,0,0,Battery,3.5,3.8163077807272794,42,40,8,2,1.05,1,1.2
2024-01-08,1,0,0,Inspection,1.2,1.007355417186779,42,40,8,2,1.05,1,2.2
2024-01-08,1,0,0,Software,1.0,1.3690307063910543,42,40,8,2,1.05,1,1.2
2024-01-08,1,0,0,Inspection,1.2,1.7971749431420805,42,40,8,2,1.05,1,1.2
2024-01-08,1,0,0,Inspection,1.2,1.5699415090203523,42,40,8,2,1.05,1,2.2
2024-01-08,1,0,0,Tire,1.5,1.5967430767395756,42,40,8,2,1.05,1,1.2
2024-01-08,1,0,0,Battery,3.5,3.1164405671211632,42,40,8,2,1.05,1,1.2
2024-01-08,1,0,0,Inspection,1.2,1.4691866929387392,42,40,8,2,1.05,1,2.2
2024-01-08,1,0,0,Battery,3.5,4.445666676794349,42,40,8,2,1.05,1,2.2
2024-01-08,1,0,0,Tire,1.5,1.5760708539344825,42,40,8,2,1.05,1,2.2
2024-01-08,1,0,0,Tire,1.5,1.7230734459781876,42,40,8,2,1.05,1,2.2
2024-01-08,1,0,0,Brake,2.5,2.9102861269459885,42,40,8,2,1.05,1,2.2
2024-01-08,1,0,0,Battery,3.5,4.1521717549974895,42,40,8,2,1.05,1,1.2
2024-01-08,1,0,0,Brake,2.5,2.7060950158716945,42,40,8,2,1.05,1,2.2
2024-01-08,1,0,0,Inspection,1.2,1.4810600231369102,42,40,8,2,1.05,1,2.2
2024-01-08,1,0,0,Brake,2.5,2.3726872826405936,42,40,8,2,1.05,1,2.2
2024-01-08,1,0,0,Software,1.0,1.4863239075646644,42,40,8,2,1.05,1,2.2
2024-01-08,1,0,0,Tire,1.5,1.8684765377033967,42,40,8,2,1.05,1,1.2
2024-01-08,1,0,0,Brake,2.5,2.159253659339828,42,40,8,2,1.05,1,2.2
2024-01-08,1,0,0,Software,1.0,1.1832124148293781,42,40,8,2,1.05,1,1.2
2024-01-08,1,0,0,Software,1.0,1.0085716160793654,42,40,8,2,1.05,1,2.2
2024-01-08,1,0,0,Brake,2.5,3.220873275113561,42,40,8,2,1.05,1,1.2
2024-01-08,1,0,0,Software,1.0,1.1215427655623207,42,40,8,2,1.05,1,1.2
2024-01-08,1,0,0,Tire,1.5,2.0073636283811673,42,40,8,2,1.05,1,2.2
2024-01-08,1,0,0,Inspection,1.2,1.7832273632398006,42,40,8,2,1.05,1,1.2
2024-01-08,1,0,0,Tire,1.5,1.5451891908018838,42,40,8,2,1.05,1,1.2
2024-01-08,1,0,0,Brake,2.5,2.420254832861838,42,40,8,2,1.05,1,1.2
2024-01-09,1,1,0,Brake,2.5,2.2429475521364677,40,25,5,15,1.6,1,3.5
2024-01-09,1,1,0,Software,1.0,0.9273160590794014,40,25,5,15,1.6,1,3.5
2024-01-09,1,1,0,Battery,3.5,4.997131604269729,40,25,5,15,1.6,1,2.5
2024-01-09,1,1,0,Brake,2.5,3.1682260424117974,40,25,5,15,1.6,1,3.5
2024-01-09,1,1,0,Inspection,1.2,1.1215227757992834,40,25,5,15,1.6,1,2.5
2024-01-09,1,1,0,Inspection,1.2,1.1019054529806183,40,25,5,15,1.6,1,3.5
2024-01-09,1,1,0,Tire,1.5,1.3858610084905842,40,25,5,15,1.6,1,2.5
2024-01-09,1,1,0,Battery,3.5,4.109337584144682,40,25,5,15,1.6,1,3.5
2024-01-09,1,1,0,Tire,1.5,2.138928126040722,40,25,5,15,1.6,1,2.5
2024-01-09,1,1,0,Tire,1.5,1.9249145700608337,40,25,5,15,1.6,1,2.5
2024-01-09,1,1,0,Tire,1.5,2.039380918854495,40,25,5,15,1.6,1,2.5
2024-01-09,1,1,0,Brake,2.5,3.611526700930673,40,25,5,15,1.6,1,2.5
2024-01-09,1,1,0,Battery,3.5,3.4783502379606492,40,25,5,15,1.6,1,2.5
2024-01-09,1,1,0,Battery,3.5,4.263331301525805,40,25,5,15,1.6,1,3.5
2024-01-09,1,1,0,Tire,1.5,1.9979531793844651,40,25,5,15,1.6,1,3.5
2024-01-09,1,1,0,Tire,1.5,1.9848444850404445,40,25,5,15,1.6,1,3.5
2024-01-09,1,1,0,Brake,2.5,2.4417646526020365,40,25,5,15,1.6,1,2.5
2024-01-09,1,1,0,Brake,2.5,3.5666119659525988,40,25,5,15,1.6,1,3.5
2024-01-09,1,1,0,Brake,2.5,2.9311985992143024,40,25,5,15,1.6,1,2.5
2024-01-09,1,1,0,Tire,1.5,1.6697829851646273,40,25,5,15,1.6,1,2.5
2024-01-09,1,1,0,Brake,2.5,2.424323381360777,40,25,5,15,1.6,1,2.5
2024-01-09,1,1,0,Inspection,1.2,1.1131184579198048,40,25,5,15,1.6,1,2.5
2024-01-09,1,1,0,Battery,3.5,4.8597394654009305,40,25,5,15,1.6,1,3.5
2024-01-09,1,1,0,Tire,1.5,1.7621023422162998,40,25,5,15,1.6,1,2.5
2024-01-09,1,1,0,Battery,3.5,3.6401708174817378,40,25,5,15,1.6,1,2.5
2024-01-09,1,1,0,Software,1.0,1.0485730122955133,40,25,5,15,1.6,1,2.5
2024-01-09,1,1,0,Inspection,1.2,1.36284896547357,40,25,5,15,1.6,1,3.5
2024-01-09,1,1,0,Tire,1.5,1.7856293792479594,40,25,5,15,1.6,1,3.5
